"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA","AMOSTRA_DE","CHAVE_AMOSTRA"
"ES","15.484.093/0001-44","29162155","ISENTO","REIDI","N","","06","","","FLAGS","REIDI"
"SP","50.399.553/0001-37","04538133","ISENTO","REIDI","N","","06","","","FLAGS","REIDI"
"RS","41.886.692/0001-02","96816250","ISENTO","REIDI","N","","06","","","FLAGS","REIDI"
"MT","41.315.638/0001-07","78850000","ISENTO","REIDI","N","","06","","","FLAGS","REIDI"
"BA","36.920.154/0002-20","45260000","213016331","REIDI","N","205-4","03","","","FLAGS","REIDI"
"SP","46.068.425/0001-33","13083872","ISENTO","RET107","S","101-5","06","","","FLAGS","RET107"
"CE","33.000.167/0055-02","60180420","061026182","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"SP","33.000.167/0249-81","11010310","ISENTO","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"PE","33.000.167/1111-08","55590000","014024128","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/1055-58","27973030","80933460","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/0002-92","20271900","79552852","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RS","33.000.167/0102-55","92426000","0240026870","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RN","33.000.167/1049-00","59158170","200671391","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","40.432.544/0706-09","20071910","78002840","RET14","N","","03","","","FLAGS","RET14"
"RJ","33.000.167/0819-42","21941915","81913951","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/0769-49","20931902","81610010","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"BA","33.000.167/0132-70","41825000","001457003","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","02.421.421/0001-11","22775057","86092085","RET14","N","204-6","03","","","FLAGS","RET14"
"BA","33.000.167/0236-67","48110000","002604576","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/0245-58","28896022","79837296","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"SP","33.000.167/0147-57","11555900","283001526117","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"SP","33.000.167/0822-48","12223900","645032876116","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"PR","33.000.167/0809-70","83707440","1070046969","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/0260-97","27932350","ISENTO","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"DF","33.000.167/0065-76","70040901","0737193700305","RET14","S","203-8","06","UNIAO","","FLAGS","RET14"
"SP","33.000.167/0852-63","09380904","442015107111","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/1044-03","28700000","80931638","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/0088-62","25070235","80170270","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"SE","33.000.167/0577-23","49080010","270509984","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"MG","33.000.167/0093-20","32669205","0670556180037","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"SP","02.421.421/0117-41","04730903","115608065110","RET14","N","","03","","","FLAGS","RET14"
"ES","33.000.167/0004-54","29057550","082119368","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/0001-01","20031170","81281882","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"SP","33.000.167/0121-18","11660970","254131407110","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"SP","33.000.167/0116-50","11555000","283116731111","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/0239-00","26130130","79625124","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"RJ","33.000.167/1007-50","27913350","ISENTO","RET14","S","203-8","03","UNIAO","","FLAGS","RET14"
"PR","75.103.192/0001-60","80045390","ISENTO","REV","N","","06","","","FLAGS","REV"
"SP","03.007.331/0008-18","07750020","241118995111","REV","N","206-2","03","","","FLAGS","REV"
"SP","24.435.706/0001-44","01210001","140649203112","REV","N","206-2","03","","","FLAGS","REV"
"SP","33.426.420/0025-60","04795920","144.666.663.113","REV","N","","03","","","FLAGS","REV"
"RJ","00.776.574/0013-90","07190100","ISENTO","REV","N","","03","","","FLAGS","REV"
"SP","05.356.949/0008-19","05095035","147420257115","REV","N","206-2","03","","","FLAGS","REV"
"MT","10.862.298/0003-64","78049939","138525587","REV","N","206-2","03","","","FLAGS","REV"
"PR","33.041.260/0780-07","83085058","9062297813","REV","N","204-6","03","","","FLAGS","REV"
"RJ","03.597.703/0001-37","20090004","76056277","REV","N","206-2","03","","","FLAGS","REV"
"PA","34.624.379/0001-22","66110043","ISENTO","REV","N","206-2","03","","","FLAGS","REV"
"SP","05.989.100/0001-06","13180390","671204918118","REV","N","206-2","03","","","FLAGS","REV"
"RS","92.754.738/0013-04","90240080","0960372202","REV","N","","03","","","FLAGS","REV"
"SP","49.761.279/0001-15","14091170","120625122119","REV","N","","03","","","FLAGS","REV"
"SP","58.752.460/0001-56","06460000","206445024112","REV","N","","03","","","FLAGS","REV"
"ES","01.771.935/0010-25","29175706","083141588","REV","N","206-2","03","","","FLAGS","REV"
"DF","94.316.916/0005-22","70714900","0757207700271","REV","N","","03","","","FLAGS","REV"
"PE","02.213.325/0001-88","50670420","024144495","REV","N","206-2","03","","","FLAGS","REV"
"SC","02.543.216/0006-33","88032000","257927212","REV","N","206-2","03","","","FLAGS","REV"
"ES","05.333.907/0007-81","29161414","083857290","REV","N","205-4","03","","","FLAGS","REV"
"PE","04.752.237/0001-80","51020240","0363075-72","REV","N","","03","","","FLAGS","REV"
"SP","09.458.123/0009-00","07776700","241105699113","REV","N","","03","","","FLAGS","REV"
"SP","33.426.420/0032-90","29010364","ISENTO","REV","N","","03","","","FLAGS","REV"
"MG","22.204.648/0001-12","37701011","5184728520085","REV","N","","03","","","FLAGS","REV"
"SP","03.023.592/0001-55","13520000","635525461112","REV","N","206-2","03","","","FLAGS","REV"
"MG","07.594.978/0349-00","30350143","ISENTO","REV","N","","06","","","FLAGS","REV"
"ES","05.570.714/0008-25","29130055","083078665","REV","N","","03","","","FLAGS","REV"
"PR","05.607.657/0001-35","83055320","9029527137","REV","N","","03","","","FLAGS","REV"
"MS","33.041.260/0956-02","79108610","283836288","REV","N","204-6","03","","","FLAGS","REV"
"PR","47.960.950/1689-01","83704530","9086493117","REV","N","204-6","03","","","FLAGS","REV"
"MA","17.312.448/0044-83","65903390","126230765","REV","N","205-4","03","","","FLAGS","REV"
"RJ","05.333.907/0003-58","20071002","87200612","REV","N","","03","","","FLAGS","REV"
"SP","44.649.812/0001-38","01311100","ISENTO","REV","N","","06","","","FLAGS","REV"
"SP","58.619.404/0015-43","05307000","138549491110","REV","N","206-2","03","","","FLAGS","REV"
"PE","15.436.940/0015-09","54503010","092038000","REV","N","","03","","","FLAGS","REV"
"ES","01.771.935/0008-00","29175706","082981485","REV","N","","03","","","FLAGS","REV"
"BA","16.306.870/0001-23","41701015","027018066","REV","N","","03","","","FLAGS","REV"
"ES","09.054.385/0057-07","29161376","082861870","REV","N","","03","","","FLAGS","REV"
"SP","09.719.977/0001-38","01210001","148189780116","REV","N","206-2","03","","","FLAGS","REV"
"SC","84.683.556/0001-10","89219600","250046784","REV","N","","03","","","FLAGS","REV"
"SP","74.556.069/0001-32","76801330","00146733242114","REV","N","206-2","03","","","FLAGS","REV"
"BA","10.883.077/0001-00","41825905","083153866","REV","N","213-5","03","","","FLAGS","REV"
"SP","01.108.177/0034-37","05069900","116979420117","REV","N","","03","","","FLAGS","REV"
"SP","20.655.459/0001-30","04705080","144129046111","REV","N","","03","","","FLAGS","REV"
"SP","47.960.950/0449-27","05118100","ISENTO","REV","N","","03","","","FLAGS","REV"
"ES","47.960.950/0469-70","29130055","082479810","REV","N","204-6","03","","","FLAGS","REV"
"ES","07.014.198/0014-26","29136510","083477950","REV","N","206-2","03","","","FLAGS","REV"
"MG","05.377.777/0001-93","79100450","5182106750000","REV","N","206-2","03","","","FLAGS","REV"
"MT","14.701.099/0001-63","78875000","134408772","REV","N","206-2","03","","","FLAGS","REV"
"GO","07.851.862/0001-77","74810100","103983066","REV","N","206-2","03","","","FLAGS","REV"
"SP","05.213.235/0001-85","70770901","0244915024110","REV","N","","03","","","FLAGS","REV"
"SP","28.268.233/0003-50","04726170","111267732112","REV","N","","03","","","FLAGS","REV"
"SP","01.771.935/0002-15","01212001","144983000000","REV","N","","03","","","FLAGS","REV"
"DF","03.698.620/0003-04","70381530","0802117200287","REV","N","206-2","03","","","FLAGS","REV"
"PR","94.316.916/0008-75","80230901","9079822466","REV","N","206-2","03","","","FLAGS","REV"
"RS","10.988.903/0001-86","93800300","1310129344","REV","N","206-2","03","","","FLAGS","REV"
"PE","02.606.231/0001-79","50781000","029559898","REV","N","","03","","","FLAGS","REV"
"RJ","15.436.940/0014-10","25585021","11821987","REV","N","206-2","03","","","FLAGS","REV"
"SP","06.915.840/0001-60","05401000","116956572119","REV","N","206-2","03","","","FLAGS","REV"
"SP","43.740.012/0001-65","06543001","623249056110","REV","N","206-2","03","","","FLAGS","REV"
"SC","10.862.298/0005-26","80010180","260871877","REV","N","","03","","","FLAGS","REV"
"SP","04.754.380/0001-00","01209000","116262933110","REV","N","206-2","03","","","FLAGS","REV"
"ES","28.268.233/0007-84","29161376","082585440","REV","N","206-2","03","","","FLAGS","REV"
"PI","17.312.448/0043-00","64040840","196588189","REV","N","","03","","","FLAGS","REV"
"ES","21.340.024/0001-60","29645000","083069208","REV","N","206-2","03","","","FLAGS","REV"
"ES","03.535.902/0011-92","70070110","0000084357584","REV","N","206-2","03","","","FLAGS","REV"
"SP","05.437.734/0004-07","06455020","206530918110","REV","N","206-2","03","","","FLAGS","REV"
"PA","10.348.741/0001-11","66023700","152778101","REV","N","206-2","03","","","FLAGS","REV"
"MG","33.041.260/1463-71","32150240","0020503484148","REV","N","","03","","","FLAGS","REV"
"SP","94.316.916/0003-60","01310927","116919028110","REV","N","206-2","03","","","FLAGS","REV"
"SP","11.355.881/0001-80","04567001","147298415116","REV","N","206-2","03","","","FLAGS","REV"
"MG","15.178.404/0001-47","31030160","0029640920096","REV","N","206-2","03","","","FLAGS","REV"
"SP","21.551.379/0008-74","06276035","492525368110","REV","N","","03","","","FLAGS","REV"
"MG","02.593.449/0001-36","30112020","0627807460090","REV","N","206-2","03","","","FLAGS","REV"
"SP","61.338.844/0009-99","12227901","645295023118","REV","N","","03","","","FLAGS","REV"
"SC","74.011.974/0001-07","89218280","252821165","REV","N","","03","","","FLAGS","REV"
"RS","02.543.216/0001-29","90420110","ISENTO","REV","N","","03","","","FLAGS","REV"
"SC","46.563.938/0013-54","88308620","255529384","REV","N","206-2","03","","","FLAGS","REV"
"SP","17.642.282/0001-23","01209001","142136347111","REV","N","206-2","03","","","FLAGS","REV"
"SP","52.564.290/0001-08","01210001","125944165116","REV","N","206-2","03","","","FLAGS","REV"
"SP","05.333.907/0005-10","13212466","353638944113","REV","N","205-4","03","","","FLAGS","REV"
"ES","03.263.975/0005-24","29161376","084164638","REV","N","","03","","","FLAGS","REV"
"SC","02.558.157/0658-84","88316001","257759620","REV","N","","03","","","FLAGS","REV"
"GO","10.862.298/0002-83","74083300","108316122","REV","N","206-2","03","","","FLAGS","REV"
"GO","47.960.950/1107-33","75340000","107276038","REV","N","204-6","03","","","FLAGS","REV"
"MG","10.862.298/0004-45","30140069","0039462930058","REV","N","206-2","03","","","FLAGS","REV"
"SC","33.597.659/0015-21","88371890","257463917","REV","N","205-4","03","","","FLAGS","REV"
"SP","03.698.620/0005-68","06422120","206724378110","REV","N","205-4","03","","","FLAGS","REV"
"GO","20.700.420/0001-98","13288163","106809334","REV","N","206-2","03","","","FLAGS","REV"
"DF","05.673.799/0001-09","23020470","0744525500100","REV","N","206-2","03","","","FLAGS","REV"
"SP","68.059.674/0001-03","13064654","244023693112","REV","N","206-2","03","","","FLAGS","REV"
"CE","13.311.835/0001-04","60135270","06.640566-1","REV","N","","03","","","FLAGS","REV"
"SP","47.960.950/0039-02","14093170","582193284116","REV","N","204-6","03","","","FLAGS","REV"
"MT","22.328.534/0001-84","78075648","135768284","REV","N","206-2","03","","","FLAGS","REV"
"SP","46.563.938/0014-35","13069320","795238734111","REV","N","206-2","03","","","FLAGS","REV"
"BA","00.389.481/0001-79","41820710","041273481","REV","N","","03","","","FLAGS","REV"
"SC","26.572.299/0001-42","89218280","258181940","REV","N","206-2","03","","","FLAGS","REV"
"PA","47.960.950/1839-60","68795000","157773094","REV","N","204-6","03","","","FLAGS","REV"
"SP","64.943.665/0001-11","20220297","128636373112","REV","N","206-2","03","","","FLAGS","REV"
"MG","00.029.372/0002-21","32150240","0015175500090","REV","N","","03","","","FLAGS","REV"
"MG","15.436.940/0009-52","32670250","0026685900504","REV","N","","03","","","FLAGS","REV"
"SP","46.395.000/0001-39","01002900","ISENTO","SEMRET","S","124-4","06","","","FLAGS","SEMRET"
"MT","35.171.003/0001-72","78500000","137878036","SEMST","N","206-2","03","","","FLAGS","SEMST"
"RJ","08.807.676/0002-84","28200000","78434686","SEMST","N","205-4","03","","","FLAGS","SEMST"
"MG","02.336.124/0008-44","33240100","0010919890113","SEMST","N","206-2","03","","","FLAGS","SEMST"
"RJ","02.890.979/0001-46","24474005","75936532","SEMST","N","206-2","03","","","FLAGS","SEMST"
"RJ","02.359.572/0002-78","28200000","78241128","SEMST","N","","03","","","FLAGS","SEMST"
"RJ","02.385.669/0001-74","21041210","77469770","SEMST","N","","03","*****","","FLAGS","SEMST"
"MT","20.003.699/0001-50","78455000","135612128","SEMST","N","","03","","","FLAGS","SEMST"
"SP","47.960.950/0001-21","14400490","310035324119","SEMST","N","","03","","","FLAGS","SEMST"
"MT","20.003.699/0002-31","78890000","137481756","SEMST","N","","03","","","FLAGS","SEMST"
"MT","46.710.597/0002-40","78850000","139525254","SEMST","N","205-4","03","","","FLAGS","SEMST"
"MS","16.404.287/0710-95","79180000","284548790","SEMST","N","204-6","03","","","FLAGS","SEMST"
"PR","07.953.689/0001-18","83324442","9036973347","SEMST","N","206-2","03","","","FLAGS","SEMST"
"MT","46.710.597/0003-20","78360000","139556591","SEMST","N","205-4","03","","","FLAGS","SEMST"
"MG","05.883.246/0001-72","31310260","4483842830086","SEMST","N","205-4","03","","","FLAGS","SEMST"
"BA","21.164.511/0001-19","41820020","ISENTO","SPART","N","205-4","06","","","FLAGS","SPART"
"RJ","04.809.688/0001-06","28013602","ISENTO","SPART","S","114-7","06","RJ","","FLAGS","SPART"
"BA","11.943.553/0001-02","40385720","ISENTO","SPART","N","","06","","","FLAGS","SPART"
"BA","21.164.511/0015-14","45075255","ISENTO","SPART","N","205-4","06","","","FLAGS","SPART"
"BA","33.544.362/0035-41","40100000","ISENTO","USINOS","N","","06","","","FLAGS","USINOS"
"AM","46.250.411/0022-60","69086662","ISENTO","USINOS","N","","06","","","FLAGS","USINOS"
"RS","92.959.006/0001-09","90470280","ISENTO","USINOS","N","","06","","","FLAGS","USINOS"
"RS","92.959.006/0038-09","93010180","1240132058","USINOS","N","","03","","","FLAGS","USINOS"
"PR","78.373.032/0001-20","85863220","4220599111","VDAEXP","N","206-2","03","","","FLAGS","VDAEXP"
"MG","07.956.465/0001-60","35164386","0028395730012","VDAEXP","N","206-2","03","","","FLAGS","VDAEXP"
"SP","37.556.904/0001-08","05568240","129163112111","VDAEXP","N","","03","","","FLAGS","VDAEXP"
"AM","09.623.649/0001-33","69072055","063005859","ZFM","N","206-2","03","","200117874","FLAGS","ZFM"
"AM","41.280.477/0009-02","69085000","054370515","ZFM","N","","03","","210158310","FLAGS","ZFM"
"AM","02.003.338/0001-22","69072065","041352220","ZFM","N","","03","","200161512","FLAGS","ZFM"
"AM","29.563.575/0001-02","69036440","053993349","ZFM","N","206-2","03","","200141180","FLAGS","ZFM"
"AM","63.640.908/0001-80","69010305","041122038","ZFM","N","206-2","03","","200146807","FLAGS","ZFM"
"AM","39.693.319/0001-85","69009004","063010712","ZFM","N","206-2","03","","210126760","FLAGS","ZFM"
"AM","01.955.808/0007-80","69050010","ISENTO","ZFM","N","","06","","220115354","FLAGS","ZFM"
"AM","54.846.379/0001-84","69020010","054660599","ZFM","N","206-2","03","","220126054","FLAGS","ZFM"
"AM","05.390.782/0001-36","69063550","042076773","ZFM","N","","03","","200170457","FLAGS","ZFM"
"AM","22.761.584/0202-67","69078000","054537797","ZFM","N","205-4","03","","210190710","FLAGS","ZFM"
"AM","03.847.541/0001-48","69079210","041444221","ZFM","N","206-2","03","","200185101","FLAGS","ZFM"
"AM","02.958.757/0001-18","69075000","063000725","ZFM","N","206-2","03","","200106929","FLAGS","ZFM"
"AM","07.526.557/0116-59","69058795","054591406","ZFM","N","","03","","220120838","FLAGS","ZFM"
"AM","05.830.195/0001-10","69075715","062001990","ZFM","N","","03","","200162640","FLAGS","ZFM"
"AM","05.896.621/0001-19","69020141","042103940","ZFM","N","","03","","200120921","FLAGS","ZFM"
"AM","18.080.368/0001-72","69093415","ISENTO","ZFM","N","","06","","200160770","FLAGS","ZFM"
"AM","35.474.405/0002-27","69075003","063009080","ZFM","N","206-2","03","","210169974","FLAGS","ZFM"
"AM","84.492.198/0001-68","69083000","041262743","ZFM","N","206-2","03","","200122940","FLAGS","ZFM"
"AM","07.966.845/0001-85","69007400","ISENTO","ZFM","N","","06","","601076010","FLAGS","ZFM"
"AM","05.498.763/0001-28","69082230","042082412","ZFM","N","206-2","03","","200101595","FLAGS","ZFM"
"AM","17.026.052/0001-30","69029130","053655435","ZFM","N","206-2","03","","200169971","FLAGS","ZFM"
"AM","09.308.343/0001-92","69005070","042248191","ZFM","N","206-2","03","","200104578","FLAGS","ZFM"
"AM","22.761.584/0011-22","69058670","054015723","ZFM","N","205-4","03","","200134922","FLAGS","ZFM"
"AM","06.759.858/0001-10","69075775","042127939","ZFM","N","206-2","03","","200157027","FLAGS","ZFM"
"AM","15.113.383/0001-81","69022289","053211545","ZFM","N","206-2","03","","210120479","FLAGS","ZFM"
"AM","07.154.484/0001-72","69075155","041556160","ZFM","N","","03","","200198084","FLAGS","ZFM"
"AM","29.506.474/0044-21","69075060","063009897","ZFM","N","206-2","03","","220131422","FLAGS","ZFM"
"AM","42.548.035/0001-00","69041000","ISENTO","ZFM","N","205-4","06","","210176318","FLAGS","ZFM"
"AM","26.794.410/0001-45","69075842","062011561","ZFM","N","","03","","200126008","FLAGS","ZFM"
"AM","11.758.367/0001-95","69058830","ISENTO","ZFM","N","206-2","03","","","FLAGS","ZFM"
"AM","84.122.480/0001-53","69050010","ISENTO","ZFM","N","206-2","06","","200106252","FLAGS","ZFM"
"AM","04.210.423/0001-97","69037005","041071620","ZFM","N","205-4","03","","200107658","FLAGS","ZFM"
"AM","34.590.315/0001-58","69093415","ISENTO","ZFM","N","205-4","03","","","FLAGS","ZFM"
"AM","33.174.335/0001-85","69075130","063002469","ZFM","N","","03","","200160184","FLAGS","ZFM"
"AM","01.088.713/0001-11","69048010","ISENTO","ZFM","N","","06","","200181963","FLAGS","ZFM"
"AM","09.316.105/0017-96","69072055","054460751","ZFM","N","206-2","03","","210173050","FLAGS","ZFM"
"AM","24.059.751/0001-41","69055038","053753763","ZFM","N","206-2","03","","200103555","FLAGS","ZFM"
"AM","07.379.546/0001-44","69036790","063004089","ZFM","N","206-2","03","","200128167","FLAGS","ZFM"
"AM","07.637.620/0001-85","69007002","063004283","ZFM","N","206-2","03","","200131869","FLAGS","ZFM"
"AM","84.453.224/0001-49","69048030","062006487","ZFM","N","206-2","03","","200127055","FLAGS","ZFM"
"AM","00.399.541/0001-34","69075000","063000679","ZFM","N","","03","","200100777","FLAGS","ZFM"
"AM","22.805.436/0001-90","69020040","041883209","ZFM","N","206-2","03","","200175009","FLAGS","ZFM"
"AM","49.348.558/0001-51","69083000","054537274","ZFM","N","206-2","03","","210195550","FLAGS","ZFM"
"AM","07.703.111/0002-94","69075060","062010573","ZFM","N","","03","","","FLAGS","ZFM"
"AM","04.123.520/0001-42","69054692","041465270","ZFM","N","206-2","03","","200163876","FLAGS","ZFM"
"AM","05.073.228/0001-25","69036790","062004085","ZFM","N","","03","","200164570","FLAGS","ZFM"
"AM","34.485.243/0001-89","69048010","ISENTO","ZFM","N","206-2","06","","200133292","FLAGS","ZFM"
"AM","24.093.654/0001-75","69060000","053752295","ZFM","N","206-2","03","","200117092","FLAGS","ZFM"
"AM","06.294.505/0001-92","69049000","062011642","ZFM","N","","03","","","FLAGS","ZFM"
"AM","06.176.586/0003-98","69037000","ISENTO","ZFM","N","399-9","06","","","FLAGS","ZFM"
"AM","07.430.901/0001-62","69007200","063004127","ZFM","N","","03","","200103938","FLAGS","ZFM"
"AM","38.315.730/0001-54","69058827","063010631","ZFM","N","206-2","03","","210121483","FLAGS","ZFM"
"AM","34.468.979/0001-49","69007002","063010186","ZFM","N","","03","","200192124","FLAGS","ZFM"
"AM","02.283.886/0006-68","69058415","042943078","ZFM","N","206-2","03","","200115022","FLAGS","ZFM"
"AM","33.100.114/0001-62","69060000","054081530","ZFM","N","206-2","03","","200192604","FLAGS","ZFM"
"AM","53.311.435/0001-13","69097305","ISENTO","ZFM","N","215-1","06","","220120021","FLAGS","ZFM"
"AM","00.634.562/0001-97","69065010","041411692","ZFM","N","206-2","03","","200147633","FLAGS","ZFM"
"AM","13.742.161/0001-00","69054700","042346959","ZFM","N","","03","","200145428","FLAGS","ZFM"
"AM","14.683.671/0004-51","69050970","054432340","ZFM","N","","03","","210180102","FLAGS","ZFM"
"AM","76.487.032/0054-37","69075130","ISENTO","ZFM","N","","03","","","FLAGS","ZFM"
"AM","06.157.323/0001-70","69073177","ISENTO","ZFM","N","206-2","06","","200184377","FLAGS","ZFM"
"AM","84.094.911/0001-15","69007400","062000667","ZFM","N","","03","","200171674","FLAGS","ZFM"
"AM","17.371.298/0001-49","69037000","053328272","ZFM","N","206-2","03","","200112856","FLAGS","ZFM"
"AM","39.560.823/0001-07","69086167","ISENTO","ZFM","N","206-2","06","","210138416","FLAGS","ZFM"
"AM","59.476.770/0001-58","69075080","062000195","ZFM","N","206-2","03","","200170309","FLAGS","ZFM"
"AM","17.854.435/0001-04","69088563","053415663","ZFM","N","","03","","200110551","FLAGS","ZFM"
"AM","41.305.391/0001-30","69075010","062013963","ZFM","N","206-2","03","","210141085","FLAGS","ZFM"
"AM","04.169.215/0002-72","22640102","ISENTO","ZFM","N","205-4","03","","","FLAGS","ZFM"
"AM","02.699.552/0001-65","69007430","063001527","ZFM","N","206-2","03","","200117815","FLAGS","ZFM"
"AM","06.207.412/0001-83","69089243","063003171","ZFM","N","206-2","03","","200118706","FLAGS","ZFM"
"AM","89.637.490/0166-53","02201000","140182420115","ZFM","N","204-6","03","","","FLAGS","ZFM"
"AM","05.994.459/0003-33","69075155","ISENTO","ZFM","N","","06","","200128108","FLAGS","ZFM"
"AM","03.654.119/0003-38","69075000","063009838","ZFM","N","","03","","200118587","FLAGS","ZFM"
"AM","49.348.558/0002-32","69055700","054564794","ZFM","N","206-2","03","","210197935","FLAGS","ZFM"
"AM","29.445.572/0001-66","69060081","054018340","ZFM","N","","03","","","FLAGS","ZFM"
"AM","07.635.955/0001-64","69050000","042155495","ZFM","N","","03","","200154141","FLAGS","ZFM"
"AM","35.474.405/0001-46","69075170","063010356","ZFM","N","206-2","03","","210112034","FLAGS","ZFM"
"AM","28.246.070/0001-43","69093415","053950879","ZFM","N","206-2","03","","200100416","FLAGS","ZFM"
"AM","13.524.220/0001-66","69072055","062008358","ZFM","N","206-2","03","","200151606","FLAGS","ZFM"
"AM","84.495.936/0001-20","69057090","ISENTO","ZFM","N","","06","","200180231","FLAGS","ZFM"
"AM","18.163.929/0001-05","69072055","063008297","ZFM","N","206-2","03","","","FLAGS","ZFM"
"AM","84.489.400/0001-00","69050001","042715261","ZFM","N","206-2","03","","200159704","FLAGS","ZFM"
"AM","04.547.098/0001-52","69075030","063001640","ZFM","N","206-2","03","","200110314","FLAGS","ZFM"
"AM","02.518.679/0001-30","69055700","041380762","ZFM","N","206-2","03","","200141961","FLAGS","ZFM"
"AM","04.628.426/0001-45","69075170","062000799","ZFM","N","205-4","03","","200137158","FLAGS","ZFM"
"AM","04.739.000/0008-35","69053000","054060117","ZFM","N","","03","","200182447","FLAGS","ZFM"
"AM","92.741.990/0041-24","69040040","ISENTO","ZFM","N","399-9","06","","200113089","FLAGS","ZFM"
"AM","18.368.781/0001-37","69074141","053405900","ZFM","N","206-2","03","","210131489","FLAGS","ZFM"
"AM","63.554.067/0191-07","69074695","ISENTO","ZFM","N","205-4","06","","220108633","FLAGS","ZFM"
"AM","10.418.161/0001-53","69047072","042908256","ZFM","N","206-2","03","","200135007","FLAGS","ZFM"
"AM","02.672.357/0001-41","69075170","063001624","ZFM","N","","03","","200161652","FLAGS","ZFM"
"AM","04.898.857/0002-02","69075150","063005530","ZFM","N","206-2","03","","200163272","FLAGS","ZFM"
"AM","63.411.623/0008-43","69048010","041404386","ZFM","N","205-4","03","","200156039","FLAGS","ZFM"
"AM","48.967.617/0002-98","69048010","054522110","ZFM","N","206-2","03","","210194464","FLAGS","ZFM"
"AM","09.397.075/0001-22","69075010","062010123","ZFM","N","","03","","200154150","FLAGS","ZFM"
"AM","40.181.191/0002-30","69006373","054287430","ZFM","N","206-2","03","","210134232","FLAGS","ZFM"
"AM","00.712.779/0001-78","69063510","ISENTO","ZFM","N","","06","","200166131","FLAGS","ZFM"
"AM","14.269.557/0001-37","69075000","063007460","ZFM","N","206-2","03","","200157264","FLAGS","ZFM"
"AM","07.386.098/0002-97","69099899","054048494","ZFM","N","","03","","200157310","FLAGS","ZFM"
"AM","07.319.583/0001-67","69005100","042204941","ZFM","N","206-2","03","","200127608","FLAGS","ZFM"
"SP","00.000.000/3544-06","13350009","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MA","00.000.000/1861-98","65390000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RJ","00.000.000/0837-04","20011902","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PA","00.000.000/5135-71","68350061","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RS","00.000.000/4988-31","97573565","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PE","00.000.000/1446-06","55415000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"TO","00.000.000/1119-37","77650000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"SC","00.000.000/5925-01","89145000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"MG","00.000.000/2734-06","39610000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RN","00.000.000/7457-82","59625000","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"RJ","00.000.000/4937-91","21875120","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PE","00.000.000/7647-36","50030900","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
"PR","00.000.000/0735-80","85720037","ISENTO","","S","203-8","06","UNIAO","","ENTE_FEDERATIVO","UNIAO"
