"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA"
"SP","01.153.951/0001-63","13486251","417616040114","","N","230-5","03","",""
"RS","90.318.338/0001-89","91060410","ISENTO","","N","","06","",""
"SP","00.377.455/0001-20","06463290","206799484118","","N","","03","",""
"SP","09.110.028/0001-56","05407004","ISENTO","","N","206-2","06","",""
"MT","26.563.270/0001-02","78850000","ISENTO","","N","","06","",""
"PA","19.578.887/0001-28","68637000","154366099","","N","","03","",""
"SP","37.308.765/0001-01","18200180","ISENTO","","N","","06","",""
"RO","70.431.630/0021-40","76940000","ISENTO","","N","214-3","06","",""
"SP","04.660.028/0001-06","13184891","ISENTO","","N","206-2","03","",""
"MG","26.185.591/0002-93","30110043","ISENTO","","N","","06","",""
"MG","18.241.745/0001-08","37900096","","","N","","04","",""
"MG","06.000.968/0001-02","35702153","6722653690064","","N","206-2","03","",""
"RS","04.637.205/0001-33","93410615","0860314910","","N","206-2","03","",""
"SP","35.705.066/0002-42","06504008","623239120112","","N","206-2","03","",""
"RJ","05.142.929/0048-32","22451901","14817735","","N","206-2","03","",""
"MG","22.350.482/0001-42","36640000","3980772880099","","N","","03","",""
"PE","45.858.281/0001-56","51011051","ISENTO","","N","","06","",""
"SP","48.150.719/0001-35","06877155","370276833110","","N","206-2","03","",""
"SP","07.813.997/0001-48","13521140","ISENTO","","N","","06","",""
"SP","20.432.851/0001-10","18132900","653172441113","","N","206-2","03","",""
"RS","10.472.428/0001-90","95650000","1610073697","","N","","03","",""
"SE","13.115.183/0001-32","49080470","","","N","","04","",""
"RJ","33.837.683/0001-95","22420043","81528349","","N","","03","",""
"SC","48.648.869/0009-20","89135000","256276595","","N","206-2","03","",""
"RJ","09.024.465/0005-80","22421010","11438539","","N","206-2","03","",""
"RJ","52.361.307/0001-11","23052170","13776377","","N","206-2","03","",""
"RS","00.000.000/3615-34","95240000","ISENTO","","S","203-8","06","UNIAO",""
"RS","47.015.191/0001-29","97640000","ISENTO","","N","206-2","06","",""
"MG","21.483.359/0010-28","35660251","4713164920578","","N","","03","",""
"SP","03.577.891/0001-31","15053750","647316551116","","N","206-2","03","",""
"SP","44.480.283/0001-91","01030001","114832690110","","N","","03","",""
"MG","00.827.783/0030-16","38408663","3949956620810","","N","205-4","03","",""
"SP","07.594.978/0393-84","09770350","ISENTO","","N","","06","",""
"SP","16.585.564/0001-73","04145010","131592105115","","N","","06","",""
"GO","20.500.092/0004-29","75835059","107397030","","N","","03","",""
"DF","10.266.935/0001-78","70632400","0750844000150","","N","","03","",""
"SP","15.561.569/0001-01","01422900","ISENTO","","N","223-2","06","",""
"MG","30.552.887/0002-72","30130174","0033020910013","","N","206-2","03","",""
"MG","60.058.565/0001-51","34011033","ISENTO","","N","","06","",""
"RS","90.727.462/0001-06","98700000","0650001427","","N","206-2","03","",""
"SP","05.514.464/0001-30","13201840","ISENTO","","N","","06","",""
"MT","28.928.704/0001-48","78711082","138913633","","N","","03","",""
"SP","19.900.250/0001-06","01452001","143335413118","","N","206-2","03","",""
"MT","22.208.815/0002-84","78746010","136069576","","N","206-2","03","",""
"SP","30.482.148/0001-70","13213235","407826478110","","N","206-2","03","",""
"DF","08.448.846/0001-09","71250510","0748195800191","","N","","06","",""
"SP","02.961.836/0001-88","13470120","165371096119","","N","206-2","03","",""
"PR","07.122.321/0001-08","85501043","ISENTO","","N","214-3","06","",""
"TO","31.904.506/0001-59","77860000","ISENTO","","N","","06","",""
"SP","02.825.033/0001-04","12570900","ISENTO","","N","","06","",""
"SC","75.870.592/0001-00","89030100","ISENTO","","N","","06","",""
"SC","83.646.653/0001-70","88850000","250228076","","N","214-3","03","",""
"SP","47.565.155/0009-96","12421090","ISENTO","","N","214-3","06","",""
"DF","17.289.619/0001-60","71200040","0762953900180","","N","","03","",""
"PE","08.720.494/0003-52","55034185","111096707","","N","206-2","03","",""
"SP","54.083.035/0001-60","05347010","111262011110","","N","206-2","03","",""
"MT","48.452.787/0001-59","78555453","ISENTO","","N","206-2","06","",""
"PR","05.231.945/0002-19","86884000","ISENTO","","N","","06","",""
"PR","10.362.306/0001-41","86140000","9058990407","","N","","03","",""
"SC","34.692.057/0001-10","89218501","260213179","","N","","03","",""
"MG","05.554.082/0001-30","37538627","5969987270026","","N","206-2","03","",""
"MG","49.332.763/0001-29","38610041","ISENTO","","N","","06","",""
"PA","29.929.576/0001-10","68240000","155964801","","N","","03","",""
"GO","00.000.000/0377-88","73801010","ISENTO","","S","203-8","06","UNIAO",""
"RS","41.177.966/0001-86","93310340","0860541126","","N","","03","",""
"SP","54.420.866/0001-80","13405011","ISENTO","","N","224-0","06","",""
"SP","60.474.773/0001-31","04530904","ISENTO","","N","","06","",""
"RJ","30.117.329/0001-06","20031004","ISENTO","","N","","06","",""
"RS","58.812.160/0001-15","99025070","8004357251","","N","","03","",""
"PR","07.594.978/0642-22","85020000","ISENTO","","N","204-6","06","",""
"SP","48.748.230/0004-02","06602100","398092978110","","N","","03","",""
"RS","89.086.672/0001-75","95115550","0290063299","","N","","03","",""
"RS","06.101.180/0001-84","95170508","0450072827","","N","","03","",""
"SP","41.251.718/0001-38","06473000","206865974111","","N","206-2","03","",""
"MG","47.757.212/0001-81","30380435","ISENTO","","N","206-2","06","",""
"SC","18.203.326/0001-81","88521750","257057854","","N","206-2","03","",""
"SC","03.528.305/0001-69","89202212","ISENTO","","N","","06","",""
"SP","49.009.424/0006-10","11060003","132179381114","","N","205-4","03","",""
"RJ","48.142.651/0001-42","24240660","ISENTO","","N","","06","",""
"SP","53.611.221/0001-62","04142091","ISENTO","","N","206-2","06","",""
"SP","08.083.101/0001-85","17539007","438231884113","","N","206-2","03","",""
"RJ","53.532.726/0001-31","20720010","14354000","","N","206-2","03","",""
"MS","08.458.357/0001-20","79170000","283409770","","N","","03","",""
"DF","55.130.452/0001-80","70830014","ISENTO","","N","399-9","06","",""
"ES","11.916.306/0001-09","29101115","082722790","","N","","03","",""
"SC","04.220.662/0001-28","88370053","ISENTO","","N","206-2","06","",""
"MT","34.321.438/0001-93","78043409","ISENTO","","N","","06","",""
"MG","10.888.334/0001-05","39680000","0012191400000","","N","","03","",""
"DF","14.044.308/0001-43","72015035","0758299300109","","N","","03","",""
"SP","19.917.881/0001-38","06454040","206340506118","","N","206-2","03","",""
"MT","35.848.987/0001-83","78302020","ISENTO","","N","206-2","06","",""
"SP","05.080.212/0001-40","13218860","407405082118","","N","206-2","03","",""
"SC","48.184.229/0001-50","88032005","ISENTO","","N","206-2","06","",""
"RS","00.000.000/2435-07","98430000","ISENTO","","S","203-8","06","UNIAO",""
"MG","07.028.528/0009-75","36970000","2362080050477","","N","","03","",""
"SP","10.326.174/0010-93","09531190","636349746110","","N","","03","",""
"MG","03.977.522/0005-60","37026590","3490935480220","","N","206-2","03","",""
"GO","12.630.261/0001-74","76056060","106448765","","N","","03","",""
"MG","36.757.362/0001-79","34007790","0037001100072","","N","","03","",""
"PR","00.679.782/0001-37","80710570","1000601248","","N","206-2","03","",""
"GO","22.563.145/0001-33","74175150","ISENTO","","N","","06","",""
"RS","35.402.759/0058-10","94075500","0570269733","","N","","03","",""
"PE","01.135.153/0004-51","54590000","037793780","","N","206-2","03","",""
"SP","61.590.410/0001-24","01308901","ISENTO","","N","","06","",""
"RS","05.601.029/0001-42","93534000","0860344240","","N","","03","",""
"MG","12.819.899/0001-58","30350093","0017342240087","","N","206-2","03","",""
"MS","03.327.988/0003-58","79300000","283622270","","N","205-4","03","",""
"MG","39.507.407/0001-45","35400000","ISENTO","","N","","06","",""
"PB","48.983.796/0001-76","58449000","ISENTO","","N","232-1","06","",""
"PB","17.262.153/0001-00","58400268","ISENTO","","N","206-2","06","",""
"SP","04.798.304/0001-05","17210544","ISENTO","","N","399-9","06","",""
"MG","14.749.549/0010-89","31270122","0018855010484","","N","206-2","03","",""
"BA","32.966.297/0001-30","48700000","156168166","","N","206-2","03","",""
"SP","61.577.904/0001-79","01311902","105800390116","","N","206-2","03","",""
"RN","21.795.352/0003-12","59147190","205241255","","N","206-2","03","",""
"SP","62.195.250/0001-81","01303060","108987091111","","N","","03","",""
"RO","04.392.056/0001-90","76997000","ISENTO","","N","","06","",""
"MG","47.895.970/0001-66","30360100","ISENTO","","N","","06","",""
"MG","03.773.834/0019-57","32670364","ISENTO","","N","307-7","06","",""
"PR","07.679.313/0002-48","80430180","ISENTO","","N","","06","",""
"SP","62.445.838/0001-46","05426100","108111656110","","N","","06","",""
"SP","44.915.485/0001-19","13040063","122708762110","","N","","03","",""
"ES","54.078.831/0001-05","29143738","084231521","","N","","06","",""
"PB","18.887.184/0002-08","58706240","162589441","","N","206-2","03","",""
"RS","00.708.084/0001-12","93310330","0860235882","","N","","03","",""
"PI","07.241.136/0005-66","64007240","ISENTO","","N","","06","",""
"MG","59.663.714/0001-22","30180099","ISENTO","","N","223-2","06","",""
"PR","14.661.618/0001-07","83323020","ISENTO","","N","206-2","06","",""
"SP","31.463.202/0001-01","13480151","ISENTO","","N","","06","",""
"MG","17.764.399/0002-60","38700196","ISENTO","","N","","06","",""
"RS","45.769.290/0001-70","93260490","0430157029","","N","","03","",""
"BA","37.826.966/0001-92","42702630","169299206","","N","206-2","03","",""
"RJ","11.121.254/0001-84","22631003","ISENTO","","N","","06","",""
"SP","00.960.912/0001-05","14140000","279072956112","","N","206-2","03","",""
"SP","55.527.931/0002-15","11065100","132091712113","","N","","03","",""
"RS","08.579.164/0001-27","98500000","ISENTO","","N","399-9","06","",""
"GO","26.272.873/0001-47","74230035","106736469","","N","","03","",""
"SP","08.334.000/0001-30","07411165","188089341119","","N","","03","",""
"MS","17.707.168/0001-34","79064090","283869860","","N","206-2","03","",""
"SP","24.190.824/0001-30","14025030","ISENTO","","N","206-2","06","",""
"MS","45.073.263/0001-69","79045232","ISENTO","","N","","06","",""
"SP","27.463.427/0001-82","06709900","ISENTO","","N","206-2","06","",""
"SP","04.375.003/0001-60","04571050","120740960114","","N","206-2","03","",""
"SC","78.824.224/0001-05","88135380","251188701","","N","206-2","03","",""
"PE","59.221.777/0001-29","55014220","ISENTO","","N","206-2","06","",""
"ES","21.407.495/0001-48","29165310","083070435","","N","213-5","03","",""
"RS","41.180.160/0001-47","90480003","ISENTO","","N","206-2","06","",""
"MG","00.969.841/0001-01","38413012","ISENTO","","N","","06","",""
"SP","03.078.137/0001-57","05841000","115535909111","","N","","03","",""
"SC","18.688.141/0001-04","88062108","ISENTO","","N","399-9","06","",""
"PB","19.791.896/0166-00","58301080","164331212","","N","206-2","03","",""
"RO","00.000.000/4682-58","76801151","ISENTO","","S","203-8","06","UNIAO",""
"MT","15.264.439/0001-07","78175000","134831470","","N","","03","",""
"SP","06.972.272/0001-30","12582014","ISENTO","","N","","06","",""
"GO","01.571.066/0001-02","74673060","ISENTO","","N","399-9","06","",""
"AL","12.635.090/0001-76","57920000","240888774","","N","","03","",""
"SP","40.222.504/0001-70","08970000","ISENTO","","N","","06","",""
"RS","11.133.849/0001-50","96825145","1080165697","","N","","03","",""
"MG","10.763.773/0002-64","36016290","ISENTO","","N","206-2","06","",""
"MG","02.031.332/0001-69","35930117","ISENTO","","N","","06","",""
"SC","10.837.640/0001-04","88090500","ISENTO","","N","","06","",""
"SP","09.524.129/0001-73","17020310","209478216114","","N","206-2","03","",""
"SP","09.012.841/0001-93","01245000","ISENTO","","N","206-2","06","",""
"MG","17.468.398/0002-79","30240010","ISENTO","","N","206-2","06","",""
"SP","06.940.040/0002-80","04543000","120935103115","","N","206-2","03","",""
"RJ","30.719.595/0002-81","22793080","ISENTO","","N","","06","",""
"MG","48.965.624/0001-70","35171053","0045085700058","","N","206-2","03","",""
"RS","44.032.188/0001-25","91340000","ISENTO","","N","","06","",""
"PR","49.160.258/0001-44","82515330","ISENTO","","N","","06","",""
"RS","90.369.521/0003-75","90110000","0962674818","","N","","03","",""
"PR","75.041.871/0001-52","80010000","ISENTO","","N","","06","",""
"MT","37.476.728/0001-02","78045000","ISENTO","","N","","06","",""
"CE","00.000.000/4931-04","60822164","ISENTO","","S","203-8","06","UNIAO",""
"SC","27.923.235/0001-01","89010401","ISENTO","","N","206-2","06","",""
"SC","51.939.164/0001-10","88301701","ISENTO","","N","206-2","06","",""
"PR","05.284.869/0001-29","80215242","9033482679","","N","206-2","03","",""
"RS","01.313.211/0001-47","90440011","0963144880","","N","206-2","03","",""
"SP","21.458.370/0001-47","18087149","151027290117","","N","","03","",""
"ES","41.857.780/0003-30","29070075","082502951","","N","","03","",""
"PR","11.977.897/0001-24","80710500","ISENTO","","N","","06","",""
"RO","04.926.895/0001-40","76914878","00000000041394","","N","","03","",""
"MG","19.838.804/0001-92","37143000","6692461490018","","N","214-3","03","",""
"AL","41.948.207/0001-70","57420000","240034295","","N","206-2","03","",""
"RJ","46.230.437/0001-12","27285350","ISENTO","","N","","06","",""
"DF","60.123.751/0001-27","71996010","0838151300184","","N","205-4","03","",""
"SP","09.368.935/0001-08","19940009","142166219111","REV","N","","03","",""
"RS","12.384.687/0001-95","90240110","0964019825","","N","","03","",""
"GO","32.160.399/0001-64","74085500","107464586","","N","","03","",""
"SE","09.381.167/0001-14","49035050","ISENTO","","N","","06","",""
"SE","54.129.498/0001-16","49490000","ISENTO","","N","","06","",""
"SP","00.000.000/3332-47","15920000","ISENTO","","S","203-8","06","UNIAO",""
"CE","56.745.775/0001-40","60150190","072075180","","N","","03","",""
"SP","01.113.986/0001-79","04085002","114639871113","","N","206-2","06","",""
"SP","07.594.978/0541-89","06810315","ISENTO","","N","","06","",""
"SP","09.078.252/0001-08","09520070","ISENTO","","N","","06","",""
"PE","11.965.860/0001-86","52061400","ISENTO","","N","206-2","06","",""
"SP","61.295.473/0023-63","01141050","149797915116","","N","206-2","03","",""
"SP","07.734.216/0001-20","12948128","190172660116","","N","206-2","03","",""
"RJ","30.101.026/0001-97","20040912","ISENTO","","N","","06","",""
"SP","05.983.189/0001-01","13347434","353381943117","","N","206-2","03","",""
"SC","05.979.692/0001-85","88080010","ISENTO","","N","214-3","06","",""
"BA","47.622.374/0001-02","42850000","197894971","","N","206-2","03","",""
"MT","05.891.185/0001-95","78030245","ISENTO","","N","","06","",""
"RS","03.945.709/0001-58","94065340","0570191777","","N","","03","",""
"MG","33.000.167/0093-20","32669205","0670556180037","RET14","S","203-8","03","UNIAO",""
"SP","24.821.537/0001-80","14810115","181523542119","","N","","03","",""
"SP","53.061.047/0001-21","06454000","ISENTO","","N","215-1","06","",""
"SP","01.271.115/0001-83","04304000","ISENTO","","N","","06","",""
"SP","12.408.867/0001-60","03311000","ISENTO","","N","","06","",""
"SP","53.323.499/0001-34","12243360","ISENTO","","N","206-2","06","",""
"PR","42.599.019/0001-46","81280140","1014092362","","N","206-2","03","",""
"SP","59.480.558/0001-64","01042901","ISENTO","","N","399-9","06","",""
"PR","27.046.335/0001-05","81830060","ISENTO","","N","206-2","06","",""
"RS","07.789.113/0003-29","90880001","ISENTO","","N","206-2","06","",""
"DF","03.657.152/0001-50","70770536","ISENTO","","N","313-1","06","",""
"RS","84.304.179/0009-18","93220110","ISENTO","","N","","06","",""
"PA","00.000.000/3691-95","68515000","ISENTO","","S","203-8","06","UNIAO",""
"SP","51.935.595/0001-08","14801200","ISENTO","","N","206-2","06","",""
"SC","81.029.043/0001-00","88811760","252858930","","N","","03","",""
"SP","61.096.996/0003-37","13211840","407095260115","","N","206-2","03","",""
"PR","75.954.891/0001-14","80410170","ISENTO","","S","111-2","06","",""
"MT","45.462.817/0001-10","78050070","ISENTO","","N","206-2","06","",""
"RJ","18.683.283/0001-89","20771003","86610043","","N","206-2","03","",""
"SC","72.227.853/0001-71","89820000","254171443","","N","","03","",""
"AL","12.277.489/0001-22","57100000","240019636","","N","","03","",""
"SP","16.894.303/0001-35","04004070","ISENTO","","N","206-2","06","",""
"SP","16.937.595/0001-46","13255155","382076383119","IND","N","206-2","03","",""
"SP","18.580.633/0001-81","04795912","142637355116","","N","206-2","03","",""
"SP","17.164.225/0001-86","13205005","407584020113","","N","","03","",""
"BA","07.403.922/0001-99","44565000","072486494","","N","","03","",""
"SP","59.069.336/0001-53","11259048","738002897115","","N","206-2","03","",""
"SP","03.038.133/0001-45","03316000","ISENTO","","N","","06","",""
"SP","09.052.229/0001-44","05425011","149799634118","","N","206-2","06","",""
"MS","04.836.457/0001-91","79150011","ISENTO","","N","206-2","06","",""
"SP","61.105.474/0001-92","02147901","108370980111","","N","206-2","03","",""
"MT","10.851.981/0001-34","78643000","133717941","REV","N","213-5","03","",""
"PR","81.115.149/0017-85","85301060","ISENTO","","N","","06","",""
"SP","03.812.296/0001-33","01420005","ISENTO","","N","","06","",""
"SP","17.366.932/0012-08","16010430","ISENTO","","N","","06","",""
"SP","64.920.606/0001-28","05874230","ISENTO","","N","","06","",""
"SP","18.425.840/0001-61","14095070","ISENTO","","N","","06","",""
"SC","04.774.718/0001-96","88331410","ISENTO","","N","","06","",""
"RS","11.124.629/0005-93","90200001","0963386620","","N","206-2","03","",""
"SP","31.423.169/0001-88","07034010","127190353119","","N","206-2","03","",""
"RJ","05.155.127/0001-01","28943042","ISENTO","","N","","06","",""
"SP","03.150.092/0001-84","13977110","374084878110","","N","206-2","03","",""
"PR","76.125.244/0001-62","86706000","6280220629","","N","","03","",""
"ES","45.901.867/0003-18","29102023","083891099","","N","","03","",""
"RJ","42.446.277/0188-06","25230276","14651780","","N","206-2","03","",""
"PR","59.333.648/0001-22","85903060","ISENTO","","N","","06","",""
"MT","77.294.254/0058-20","78400000","135235413","","N","","03","",""
"SP","18.693.554/0001-87","01452001","142700544110","","N","206-2","03","",""
"PR","04.407.406/0001-44","80410201","9098186996","","N","","03","",""
"PR","05.763.648/0001-33","80530905","ISENTO","","N","223-2","06","",""
"SP","05.407.636/0001-76","13471577","165504900110","","N","","03","",""
"SP","54.508.237/0001-07","06855870","370319365117","","N","205-4","03","",""
"SP","61.238.465/0001-70","09921005","286008284112","","N","206-2","03","",""
"SP","21.610.278/0001-50","02068030","144156832119","","N","206-2","03","",""
"SP","60.306.289/0001-01","01452001","112284880118","","N","","03","",""
"MT","39.944.352/0001-30","78700050","ISENTO","","N","399-9","06","",""
"PE","05.633.849/0001-16","51110160","ISENTO","","N","206-2","06","",""
"CE","07.783.832/0001-70","60125101","ISENTO","","N","","06","",""
"SP","60.672.441/0001-61","02912000","105148284113","","N","206-2","03","",""
"SC","07.079.459/0001-71","88904172","260279064","","N","213-5","03","",""
"SP","12.941.699/0001-73","13478712","165175491111","","N","","03","",""
"MT","08.490.635/0001-26","78098400","133296946","","N","206-2","03","",""
"RS","30.649.411/0001-73","90620130","ISENTO","","N","","06","",""
"GO","17.707.775/0001-02","76630000","105601799","","N","","03","",""
"RS","93.185.452/0001-76","90200110","0962096717","","N","","03","",""
"SP","47.014.436/0001-01","13208770","ISENTO","","N","","06","",""
"SP","65.441.255/0001-35","18085090","669221456118","","N","206-2","03","",""
"PR","81.395.873/0001-42","83015610","9026454970","","N","206-2","03","",""
"GO","13.019.295/0001-90","74672680","104934980","","N","206-2","03","",""
"RS","00.258.553/0001-49","93022690","ISENTO","","N","206-2","06","",""
"SC","24.185.411/0001-67","88302350","ISENTO","","N","","06","",""
"SP","52.907.862/0001-04","04365001","110918934119","","N","206-2","03","",""
"BA","32.143.339/0001-33","41820020","ISENTO","","N","","06","",""
"ES","02.580.899/0001-94","29370000","ISENTO","","N","","06","",""
"ES","17.897.008/0001-03","29066040","ISENTO","","N","","06","",""
"MT","12.488.394/0001-58","78550176","ISENTO","","N","","06","",""
"PR","60.535.483/0001-50","83075215","ISENTO","","N","213-5","06","",""
"RS","01.315.352/0001-07","93022680","1240199993","","N","","03","",""
"SP","82.170.291/0008-05","01301903","ISENTO","","N","","06","",""
"SP","51.427.102/0294-53","02712120","ISENTO","","N","","03","",""
"MG","43.618.363/0001-06","30112021","ISENTO","","N","223-2","06","",""
"SP","06.136.072/0001-47","18046390","6699526897118","","N","","03","",""
"MT","03.488.137/0001-25","78045305","ISENTO","","N","","06","",""
"ES","48.144.177/0001-98","29135394","084283203","","N","","06","",""
"RS","53.937.907/0001-48","98300000","ISENTO","","N","206-2","06","",""
"SC","05.611.674/0001-46","89770000","254895921","","N","","03","",""
"SC","43.963.816/0001-23","89217001","261372734","","N","206-2","03","",""
"RS","44.966.180/0001-36","96600000","8002564705","","N","213-5","03","",""
"PE","02.941.990/0015-93","55297654","ISENTO","","N","205-4","06","",""
"CE","28.614.916/0001-50","61656030","067704212","","N","213-5","03","",""
"SP","02.762.121/0009-53","11472600","335141721119","","N","204-6","03","",""
"ES","12.605.284/0001-29","29050555","ISENTO","","N","","06","",""
"MA","03.995.515/0307-40","65590000","128256613","","N","205-4","03","",""
"SC","05.317.331/0004-16","88316001","258336536","","N","206-2","03","",""
"MG","04.901.960/0001-83","36530000","6151635030031","","N","206-2","03","",""
"PA","07.962.437/0001-55","68508030","ISENTO","","N","","06","",""
"RS","92.885.888/0001-05","90240004","ISENTO","","N","223-2","06","",""
"MG","07.459.492/0001-27","38609899","4703547720075","","N","205-4","03","",""
"SP","33.035.029/0002-49","11010121","633855260116","","N","206-2","03","",""
"SC","81.630.246/0001-49","88353501","251977145","","N","206-2","03","",""
"SP","71.788.301/0001-70","12970000","534013847114","","N","","06","",""
"MG","66.294.976/0001-22","38400370","7027699780095","","N","206-2","03","",""
"PR","45.616.609/0001-28","81560170","ISENTO","","N","206-2","06","",""
"MG","14.633.154/0002-06","39200000","0018737390147","","N","","03","",""
"RS","87.779.625/0002-62","99500000","ISENTO","","N","","06","",""
"PA","05.073.077/0001-05","66035220","ISENTO","","N","399-9","06","",""
"ES","17.505.635/0001-43","29300220","ISENTO","","N","223-2","06","",""
"SP","02.499.007/0001-25","14025640","ISENTO","","N","224-0","06","",""
"RS","32.989.602/0001-00","98700000","0650159152","","N","","03","",""
"SP","53.400.248/0001-06","06764290","675040307110","","N","205-4","03","",""
"SP","14.480.292/0001-11","13450010","ISENTO","","N","","06","",""
"ES","52.595.482/0001-73","29101260","084166738","","N","206-2","03","",""
"MG","00.975.945/0001-29","32010050","1869549020099","","N","206-2","03","",""
"PR","06.233.166/0001-34","86300188","ISENTO","","N","","06","",""
"SP","37.645.551/0001-12","17014440","135119760117","","N","206-2","03","",""
"RS","08.817.887/0001-17","95840000","1490052078","","N","","03","",""
"ES","30.464.674/0001-08","29170802","083762868","","N","206-2","03","",""
"PR","77.567.899/0001-53","87300020","ISENTO","","N","","06","",""
"MG","16.736.928/0001-79","37220000","ISENTO","","N","","06","",""
"SP","21.472.945/0001-86","18162742","602028334110","","N","","03","",""
"RJ","33.621.962/0001-17","20031205","ISENTO","","N","","06","",""
"SC","54.290.102/0001-18","88330798","ISENTO","","N","","06","",""
"SP","03.875.931/0002-02","13326800","600267448115","","N","206-2","03","",""
"MG","45.215.569/0001-02","30840530","ISENTO","","N","206-2","06","",""
"SP","10.157.727/0001-30","01418200","148272720115","","N","206-2","03","",""
"RS","18.560.915/0001-17","93310435","0860512118","","N","206-2","03","",""
"ES","28.154.680/0015-12","29050335","082300194","","N","","03","",""
"RS","89.287.676/0001-11","98300000","ISENTO","","N","","06","",""
"PA","47.641.281/0001-25","68560000","158522150","","N","206-2","03","",""
"SP","66.831.223/0001-09","12960000","472067596115","","N","","03","",""
"SP","01.897.216/0001-64","05879430","115005849111","","N","","03","",""
"SP","05.413.409/0001-53","04578903","142652113112","","N","206-2","03","",""
"SC","43.842.746/0001-55","88339515","261353276","","N","","03","",""
"SC","36.946.907/0001-95","89224021","ISENTO","","N","206-2","06","",""
"SP","06.062.083/0002-00","05275000","131489721111","","N","206-2","03","",""
"TO","19.409.700/0002-43","77015008","294737367","","N","206-2","03","",""
"PB","28.703.119/0001-40","58042100","ISENTO","","N","","06","",""
"BA","02.914.460/0220-49","41290550","101207595","","N","206-2","03","",""
"PB","45.579.602/0001-83","58059132","164278389","","N","206-2","03","",""
"RJ","07.418.373/0001-26","20040001","ISENTO","","N","223-2","06","",""
"SP","09.071.443/0001-48","01122010","149808369110","","N","","03","",""
"MT","03.100.732/0012-02","78360000","ISENTO","","N","322-0","06","",""
"RO","84.718.741/0001-00","76914899","00000000487228","","N","","03","",""
"RS","93.280.592/0001-23","95032310","0290194660","","N","","03","",""
"SC","32.099.744/0001-00","89278000","ISENTO","","N","213-5","06","",""
"RS","68.737.857/0001-22","90160180","0963252305","","N","","03","",""
"BA","33.625.959/0001-71","42702400","ISENTO","","N","","06","",""
"AM","32.393.733/0001-20","69104602","ISENTO","","N","213-5","06","",""
"SP","31.411.995/0002-98","04635041","138335534110","","N","206-2","03","",""
"RN","12.598.528/0001-93","59056200","202388654","","N","205-4","03","",""
"ES","04.431.942/0001-85","29045580","ISENTO","","N","206-2","06","",""
"SP","29.249.347/0001-54","16309899","521100816110","","N","205-4","03","",""
"SP","49.686.141/0001-07","13076630","122966975114","","N","","03","",""
"PE","02.117.937/0003-39","51020900","024978329","","N","206-2","03","",""
"SP","06.877.055/0002-41","07210008","336944483110","","N","206-2","03","",""
"PA","31.902.796/0001-00","66015090","ISENTO","","N","","06","",""
"SP","34.630.207/0001-61","06454020","206776448110","","N","","03","",""
"PA","06.292.293/0001-04","68250000","152415939","","N","","03","",""
"SP","41.917.555/0001-80","13902094","ISENTO","","N","","06","",""
"SP","32.054.211/0001-01","18732068","366041296118","","N","","03","",""
"SP","03.237.583/0001-67","04794000","111390854110","","N","205-4","03","",""
"PE","00.000.000/1261-01","55315000","ISENTO","","S","203-8","06","UNIAO",""
"SC","44.911.116/0001-58","88306842","ISENTO","","N","205-4","06","",""
"SP","46.325.254/0005-04","04548005","147562479112","","N","","03","",""
"RJ","04.292.627/0001-14","22640906","ISENTO","","N","206-2","06","",""
"SP","11.150.890/0001-34","01323001","ISENTO","","N","","06","",""
"SP","31.782.920/0001-32","12247016","645952353117","","N","206-2","03","",""
"DF","49.738.279/0001-02","71950770","0820087500111","","N","","03","",""
"MG","00.763.832/0001-60","35434899","5219412210046","","N","205-4","03","",""
"SC","21.603.666/0001-04","88140000","ISENTO","","N","206-2","06","",""
"BA","02.189.924/0010-02","41820020","","","N","","04","",""
"SP","42.446.277/0018-30","09851550","799849409119","","N","206-2","03","",""
"SP","37.451.282/0001-53","13478580","165514269119","","N","","03","",""
"SP","54.761.436/0001-22","06472001","206940131110","","N","","03","",""
"MG","14.764.218/0001-27","37701049","0018868940043","","N","","03","",""
"PR","43.903.622/0001-32","85905370","9091370716","","N","","03","",""
"PE","69.908.994/0001-45","55012010","ISENTO","","N","206-2","06","",""
"ES","02.709.449/0095-39","29197554","082753598","","N","","03","",""
"SC","55.783.273/0001-41","89032322","ISENTO","","N","","06","",""
"SC","10.450.004/0001-25","89460048","255728468","","N","206-2","03","",""
"SP","67.534.560/0001-05","13478722","165114562117","","N","206-2","03","",""
"RS","01.782.065/0001-07","98940000","ISENTO","","N","","06","",""
"RJ","07.361.576/0001-23","25055120","78045752","","N","","03","",""
"PR","35.535.237/0001-51","85804195","9083304550","","N","206-2","03","",""
"SP","03.590.147/0001-77","12412800","528119433114","","N","206-2","03","",""
"RJ","28.580.702/0003-72","27120170","80434030","","N","206-2","03","",""
"MS","11.368.332/0001-40","79103010","283560002","","N","206-2","03","",""
"SP","03.597.703/0006-41","07141900","336905051115","","N","","06","",""
"MA","05.831.389/0001-30","65071390","ISENTO","","N","","06","",""
"MG","29.387.715/0001-20","31844160","ISENTO","","N","","06","",""
"SC","08.866.382/0001-42","89219580","258474459","","N","206-2","03","",""
"SP","12.581.927/0001-41","08771910","454184130112","","N","206-2","03","",""
